election,race_id,poll_id,question_id,state,start_date,end_date,sample_size,Dem,GOP,URL
2016,2016,2016157,4,Minnesota,2016-10-22,2016-10-26,656,321,256,http://www.surveyusa.com/client/PollReport.aspx?g=9749ea8d-a14e-4db8-bd3f-13cfb18c9d02
2016,2016,2016158,4,Minnesota,2016-09-16,2016-09-20,625,288,244,http://www.surveyusa.com/client/PollReport.aspx?g=7e606dd3-84c1-4460-9a0b-c1cb0d8fc8a4
2016,2016,2016159,4,Minnesota,2016-09-12,2016-09-14,625,275,238,http://www.startribune.com/minnesota-poll-clinton-keeps-lead-but-trump-gains/393840031/
2016,2016,2016160,5,Minnesota,2016-10-20,2016-10-22,625,294,244,http://www.startribune.com/in-minnesota-poll-clinton-widens-lead-over-trump/398272671/
2016,2016,2016161,2,Missouri,2016-10-31,2016-11-01,1083,444,563,https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143903/NationalMemo112-Final.pdf
2016,2016,2016162,2,Missouri,2016-10-27,2016-10-28,1698,662,900,http://themissouritimes.com/35134/blunt-opens-lead-kander-new-poll/
2016,2016,2016163,3,Missouri,2016-09-26,2016-09-27,1279,499,627,http://themissouritimes.com/34112/poll-koster-lead-increases-trump-10-points/
2016,2016,2016164,4,Missouri,2016-11-04,2016-11-05,750,308,352,http://media.wix.com/ugd/3bebb2_4c95f9bb0b874960a67b0cb7c019efd8.pdf
2016,2016,2016165,4,Missouri,2016-11-01,2016-11-02,871,322,436,http://images.campaignpartner.net/images/15290/MissouriMemo11216.pdf
2016,2016,2016166,4,Missouri,2016-10-31,2016-11-01,1722,672,878,http://themissouritimes.com/35272/less-one-week-new-poll-shows-greitens-first-time/
2016,2016,2016167,4,Missouri,2016-10-27,2016-11-01,508,193,239,http://www.smartmoslb.org/Missouri%20Rail%20Survey%20November%202016%20(002).pdf
2016,2016,2016015,4,Missouri,2016-10-28,2016-10-31,650,240,338,http://media.wix.com/ugd/3bebb2_6ee2070379ba4a88bff29b1fa5aae9e0.pdf
2016,2016,2016168,4,Missouri,2016-10-28,2016-10-31,405,154,211,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_MO_110116/
2016,2016,2016169,4,Missouri,2016-10-24,2016-10-26,625,262,294,http://www.stltoday.com/news/local/govt-and-politics/trump-leads-clinton-blunt-kander-a-virtual-tie-in-missouri/article_a4a48a47-485f-5e9a-b6f6-1dba7c7deb48.html
2016,2016,2016170,4,Missouri,2016-10-23,2016-10-25,2559,998,1280,http://themissouritimes.com/35001/greitens-trims-kosters-lead-trump-surges-missouri/
2016,2016,2016171,4,Missouri,2016-10-17,2016-10-19,600,234,282,http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf
2016,2016,2016172,4,Missouri,2016-10-09,2016-10-11,2171,912,1020,http://themissouritimes.com/34543/poll-koster-trump-lead-missouri-lt-gov-close-call/
2016,2016,2016173,4,Missouri,2016-10-09,2016-10-11,406,166,187,http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_MO_101216/
2016,2016,2016174,4,Missouri,2016-09-21,2016-09-23,1087,402,500,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hhpp131oxz/MO_ForRelease_20160925.pdf
2016,2016,2016030,4,Missouri,2016-09-09,2016-09-13,600,204,282,http://media.wix.com/ugd/3bebb2_b53ca6b673c14cdab9d68832bd7e74cb.pdf
2016,2016,2016175,4,Missouri,2016-09-01,2016-09-02,1275,484,599,http://themissouritimes.com/33365/poll-shows-republicans-koster-well/
2016,2016,2016176,3,Montana,2016-10-10,2016-10-12,1003,361,461,https://missoulian.com/news/government-and-politics/trump-leads-in-montana-but-voters-aren-t-that-fond/article_09de91e3-c013-5e70-b82e-252fff748260.html
2016,2016,2016177,4,Montana,2016-10-03,2016-10-10,590,159,254,http://www.msubillings.edu/urelations/releases/newsphotos2016/oct/Montana_Poll_2016.pdf
2016,2016,2016178,4,Nebraska,2016-09-25,2016-09-27,700,203,392,http://media.wix.com/ugd/3bebb2_c4ce441cb55942e99e386bf56daef127.pdf
2016,2016,2016161,2,Nevada,2016-10-31,2016-11-01,688,330,310,https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143903/NationalMemo112-Final.pdf
2016,2016,2016179,2,Nevada,2016-10-27,2016-11-01,790,356,403,http://i2.cdn.turner.com/cnn/2016/images/11/02/relnv3.pdf
2016,2016,2016180,2,Nevada,2016-10-20,2016-10-24,707,318,318,http://www.nbcnews.com/politics/2016-election/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361
2016,2016,2016181,2,Nevada,2016-10-10,2016-10-15,698,349,321,http://i2.cdn.turner.com/cnn/2016/images/10/17/link.2..pdf
2016,2016,2016182,2,Nevada,2016-10-10,2016-10-11,1010,434,434,http://endcitizensunited.org/wp-content/uploads/2016/10/ECU-NV-poll3-Oct12.pdf
2016,2016,2016183,2,Nevada,2016-10-10,2016-10-11,986,463,424,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NV_101216.pdf
2016,2016,2016184,2,Nevada,2016-09-18,2016-09-20,704,296,324,http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-nevada/
2016,2016,2016185,2,Nevada,2016-09-10,2016-09-19,400,196,184,http://www.democracycorps.com/attachments/article/1044/Dcorps_WV_Sept%20BG%20Deck_9.23.2016_release.pdf
2016,2016,2016009,2,Nevada,2016-09-06,2016-09-08,627,282,276,http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216
2016,2016,2016186,2,Nevada,2016-09-06,2016-09-07,815,367,342,https://www.ktnv.com/news/ralston/white-house-senate-races-very-close-in-nevada
2016,2016,2016187,3,Nevada,2016-11-01,2016-11-02,1793,807,825,http://big.assets.huffingtonpost.com/ABC_NV_STATEWIDE110416.pdf
2016,2016,2016188,3,Nevada,2016-10-28,2016-11-01,600,270,270,http://www.lasvegasnow.com/news/nvelection-8-news-now-poll-finds-clinton-trump-races-tied
2016,2016,2016179,3,Nevada,2016-10-27,2016-11-01,790,340,387,http://i2.cdn.turner.com/cnn/2016/images/11/02/relnv3.pdf
2016,2016,2016189,3,Nevada,2016-10-23,2016-10-30,787,346,378,http://www.realclearpolitics.com/docs/2016/Remington_Research_Nevada_October_31_2016.pdf
2016,2016,2016180,3,Nevada,2016-10-20,2016-10-24,707,304,304,http://www.nbcnews.com/politics/2016-election/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361
2016,2016,2016190,3,Nevada,2016-10-20,2016-10-23,800,384,328,https://archive.today/20161031230250/http://www.reviewjournal.com/politics/election-2016/rj-poll-shows-clinton-pulling-away-trump-nevada
2016,2016,2016191,3,Nevada,2016-10-20,2016-10-22,1332,586,626,http://big.assets.huffingtonpost.com/NVSTATEWIDE.pdf
2016,2016,2016192,3,Nevada,2016-10-20,2016-10-22,826,380,347,https://www.ktnv.com/news/political/ktnvrasmussen-poll-clinton-pulls-ahead-of-trump-in-nevada-as-early-voting-starts
2016,2016,2016193,3,Nevada,2016-10-14,2016-10-17,413,194,165,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NV_101816/
2016,2016,2016181,3,Nevada,2016-10-10,2016-10-15,698,321,307,http://i2.cdn.turner.com/cnn/2016/images/10/17/link.2..pdf
2016,2016,2016194,3,Nevada,2016-10-12,2016-10-14,996,458,398,https://www.scribd.com/document/327758568/CBS-News-Battleground-Tracker-Nevada-Oct-16#from_embed
2016,2016,2016195,3,Nevada,2016-10-10,2016-10-13,600,258,246,http://www.lasvegasnow.com/news/nvdebate-tight-race-between-clinton-and-trump
2016,2016,2016196,3,Nevada,2016-10-11,2016-10-12,600,270,234,https://web.archive.org/web/20161017022725/http://www.ktnv.com/news/ralston/heck-hanging-onto-lead-trump-falling-behind-in-new-gop-poll
2016,2016,2016197,3,Nevada,2016-09-27,2016-10-02,700,308,287,https://web.archive.org/web/20161005122715/http://www.ktnv.com/news/ralston/new-poll-nevada-races-for-president-senate-remain-close
2016,2016,2016198,3,Nevada,2016-09-27,2016-09-29,800,360,352,http://www.reviewjournal.com/politics/election-2016/rj-s-nevada-poll-shows-clinton-and-trump-are-statistical-tie
2016,2016,2016184,3,Nevada,2016-09-18,2016-09-20,704,282,303,http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-nevada/
2016,2016,2016199,3,Nevada,2016-09-16,2016-09-18,800,312,336,http://www.rasmussenreports.com/public_content/politics/elections/election_2016/nevada/questions/questions_election_2016_nevada_president_september_16_18_2016
2016,2016,2016026,3,Nevada,2016-09-12,2016-09-14,398,175,187,https://web.archive.org/web/20160930112543/http://www.insightswest.com/news/trump-leads-in-arizona-and-nevada-clinton-in-california-and-washington/
2016,2016,2016200,3,Nevada,2016-09-11,2016-09-13,406,171,179,http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NV_091416/
2016,2016,2016012,4,Nevada,2016-11-04,2016-11-06,387,178,178,https://web.archive.org/web/20161108135928/http://www.insightswest.com/news/clinton-is-ahead-of-trump-as-u-s-presidential-election-approaches/
2016,2016,2016201,4,Nevada,2016-11-03,2016-11-06,1158,521,498,https://www.scribd.com/document/330331470/Gravis-Marketing-Final-Nevada-Poll#from_embed
2016,2016,2016164,4,Nevada,2016-11-04,2016-11-05,600,282,276,http://media.wix.com/ugd/3bebb2_4c95f9bb0b874960a67b0cb7c019efd8.pdf
2016,2016,2016202,4,Nevada,2016-11-01,2016-11-04,1100,495,550,https://drive.google.com/file/d/0B4lhKxf9pMitYTV0T1hDMnpDVkU/view
2016,2016,2016203,4,Nevada,2016-10-26,2016-10-27,550,242,231,http://media.wix.com/ugd/3bebb2_136cb97bafca4b36838f08d63a5d1a0c.pdf
2016,2016,2016024,4,Nevada,2016-10-02,2016-10-04,700,301,301,http://media.wix.com/ugd/3bebb2_7af2e664bfad4690bfb4a994b0f0836c.pdf
2016,2016,2016185,4,Nevada,2016-09-10,2016-09-19,400,168,168,http://www.democracycorps.com/attachments/article/1044/Dcorps_WV_Sept%20BG%20Deck_9.23.2016_release.pdf
2016,2016,2016009,4,Nevada,2016-09-06,2016-09-08,627,257,263,http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216
2016,2016,2016204,5,Nevada,2016-09-27,2016-09-29,500,220,190,https://web.archive.org/web/20161001151219/http://www.suffolk.edu/news/67667.php#.V-6afiTlYdI
2016,2016,2016205,2,New Hampshire,2016-10-28,2016-11-02,695,306,313,https://www.uml.edu/docs/TOPLINE-NH-GENERAL-20161103_tcm18-264691.pdf
2016,2016,2016161,2,New Hampshire,2016-10-31,2016-11-01,781,375,336,https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143903/NationalMemo112-Final.pdf
2016,2016,2016206,2,New Hampshire,2016-10-29,2016-11-01,500,210,220,http://d279m997dpfwgl.cloudfront.net/wp/2016/11/Topline-2016-10-WBUR-NH-General-6.pdf
2016,2016,2016801,2,New Hampshire,2016-10-26,2016-10-28,408,188,192,NA
2016,2016,2016180,2,New Hampshire,2016-10-20,2016-10-24,768,361,300,http://www.nbcnews.com/politics/2016-election/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361
2016,2016,2016207,2,New Hampshire,2016-10-10,2016-10-12,501,230,205,http://big.assets.huffingtonpost.com/Topline201610WBURNHGeneral5.pdf
2016,2016,2016208,2,New Hampshire,2016-10-07,2016-10-09,600,288,222,https://twitter.com/jdistaso/status/786336536300232704
2016,2016,2016209,2,New Hampshire,2016-09-27,2016-09-29,502,236,191,http://d279m997dpfwgl.cloudfront.net/wp/2016/09/Topline-2016-09-WBUR-NH-General-4-Pres-5-AM.pdf
2016,2016,2016210,2,New Hampshire,2016-09-25,2016-09-27,600,276,240,http://endcitizensunited.org/wp-content/uploads/2016/09/ECU-NH-Memo-Sep29.pdf
2016,2016,2016009,2,New Hampshire,2016-09-06,2016-09-08,737,310,302,http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216
2016,2016,2016211,4,New Hampshire,2016-11-03,2016-11-06,701,343,266,http://www.wmur.com/article/new-unh-poll-democrats-clinton-hassan-van-ostern-lead-republican-foes/8252941
2016,2016,2016164,4,New Hampshire,2016-11-04,2016-11-05,1000,450,440,http://media.wix.com/ugd/3bebb2_4c95f9bb0b874960a67b0cb7c019efd8.pdf
2016,2016,2016212,4,New Hampshire,2016-10-31,2016-11-02,600,258,288,https://web.archive.org/web/20161104074839/http://elections.huffingtonpost.com/pollster/polls/arg-26663
2016,2016,2016213,4,New Hampshire,2016-10-31,2016-11-02,500,210,210,https://web.archive.org/web/20161104010635/http://www.suffolk.edu/news/67865.php#.WBt9H8ex-Uk
2016,2016,2016205,4,New Hampshire,2016-10-28,2016-11-02,695,306,306,https://www.uml.edu/docs/TOPLINE-NH-GENERAL-20161103_tcm18-264691.pdf
2016,2016,2016206,4,New Hampshire,2016-10-29,2016-11-01,500,195,200,http://d279m997dpfwgl.cloudfront.net/wp/2016/11/Topline-2016-10-WBUR-NH-General-6.pdf
2016,2016,2016214,4,New Hampshire,2016-10-26,2016-10-30,641,295,250,https://web.archive.org/web/20161101101850/https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_fall_nhelec103116.pdf
2016,2016,2016153,4,New Hampshire,2016-10-23,2016-10-25,600,276,258,http://media.wix.com/ugd/3bebb2_16b97664735d4325b018b7b608477434.pdf
2016,2016,2016215,4,New Hampshire,2016-10-22,2016-10-25,401,184,168,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NH_102616/
2016,2016,2016180,4,New Hampshire,2016-10-20,2016-10-24,768,346,276,http://www.nbcnews.com/politics/2016-election/polls-clinton-holds-9-point-lead-new-hampshire-tied-nevada-n673361
2016,2016,2016216,4,New Hampshire,2016-10-17,2016-10-21,772,332,293,https://web.archive.org/web/20161027195136/https://cbsboston.files.wordpress.com/2016/10/toplines_presidential_horserace.pdf
2016,2016,2016171,4,New Hampshire,2016-10-17,2016-10-19,900,396,324,http://media.wix.com/ugd/3bebb2_98fe8b3559f64960a573ecad7dc22ec9.pdf
2016,2016,2016217,4,New Hampshire,2016-10-11,2016-10-17,770,377,262,https://web.archive.org/web/20161021001346/https://cola.unh.edu/sites/cola.unh.edu/files/research_publications/gsp2016_fall_preselec101916.pdf
2016,2016,2016207,4,New Hampshire,2016-10-10,2016-10-12,501,205,190,http://big.assets.huffingtonpost.com/Topline201610WBURNHGeneral5.pdf
2016,2016,2016218,4,New Hampshire,2016-10-07,2016-10-11,517,233,202,https://www.uml.edu/docs/TOPLINE%20-%20UMassLowell-7NEWS%20NH%20GENERAL%2020161013_tcm18-262711.pdf
2016,2016,2016219,4,New Hampshire,2016-10-03,2016-10-05,500,220,210,https://www.bostonglobe.com/metro/2016/10/06/clinton-lead-drops-points-new-poll-shows/tSRVOKza1tqirjc2POFR5O/story.html
2016,2016,2016209,4,New Hampshire,2016-09-27,2016-09-29,502,211,176,http://d279m997dpfwgl.cloudfront.net/wp/2016/09/Topline-2016-09-WBUR-NH-General-4-Pres-5-AM.pdf
2016,2016,2016210,4,New Hampshire,2016-09-25,2016-09-27,600,258,222,http://endcitizensunited.org/wp-content/uploads/2016/09/ECU-NH-Memo-Sep29.pdf
2016,2016,2016220,4,New Hampshire,2016-09-20,2016-09-25,522,240,219,http://elections.huffingtonpost.com/pollster/polls/arg-25745
2016,2016,2016221,4,New Hampshire,2016-09-17,2016-09-20,400,188,152,http://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NH_092116/
2016,2016,2016009,4,New Hampshire,2016-09-06,2016-09-08,737,287,273,http://www.nbcnews.com/politics/2016-election/clinton-trump-deadlocked-battleground-states-polls-n646216
2016,2016,2016060,4,New Hampshire,2016-09-03,2016-09-05,600,252,222,https://www.peoplespunditdaily.com/polls/2016/09/07/trump-threatens-new-jersey-rhode-island-clinton-leads-new-england-states/
2016,2016,2016222,5,New Hampshire,2016-10-26,2016-10-28,408,175,184,http://www.insidesources.com/wp-content/uploads/2016/10/InsideSources-NH-Journal-Poll-10.31.16.pdf
2016,2016,2016223,2,New Jersey,2016-10-12,2016-10-16,579,295,232,http://view2.fdu.edu/publicmind/2016/161018/
2016,2016,2016224,2,New Jersey,2016-09-22,2016-09-29,638,293,255,http://intraweb.stockton.edu/eyos/hughescenter/content/docs/Polling/2016%20Polling/NJ16%20poll%201%20WFs%20(2)(1).pdf
2016,2016,2016225,4,New Jersey,2016-10-27,2016-11-02,678,346,271,https://observer.com/2016/11/stockton-new-jersey-poll-clinton-51-trump-40/
2016,2016,2016223,4,New Jersey,2016-10-12,2016-10-16,293,144,103,http://view2.fdu.edu/publicmind/2016/161018/
2016,2016,2016226,4,New Jersey,2016-09-06,2016-09-10,735,368,213,https://eagletonpollblog.files.wordpress.com/2016/09/rutgers-eagleton-poll-2016-election-head-to-head-results1.pdf
2016,2016,2016060,4,New Jersey,2016-09-02,2016-09-05,800,376,344,https://www.peoplespunditdaily.com/polls/2016/09/07/trump-threatens-new-jersey-rhode-island-clinton-leads-new-england-states/
2016,2016,2016227,4,New Mexico,2016-11-06,2016-11-06,8439,3882,3713,http://www.realclearpolitics.com/docs/2016/Zia_Poll_NM_November.pdf
2016,2016,2016228,4,New Mexico,2016-11-01,2016-11-03,504,227,202,https://www.abqjournal.com/883092/clinton-still-ahead-in-new-mexico.html
2016,2016,2016229,4,New Mexico,2016-11-01,2016-11-02,1102,507,474,http://www.realclearpolitics.com/docs/2016/Zia_Poll_November_4th_2016.pdf
2016,2016,2016230,4,New Mexico,2016-10-24,2016-10-24,1899,855,760,https://projects.fivethirtyeight.com/polls/20161027_NM.pdf
2016,2016,2016231,4,New Mexico,2016-10-11,2016-10-11,1536,707,553,https://web.archive.org/web/20161019012358/http://projects.fivethirtyeight.com.s3.amazonaws.com/polls/20161017_NM.pdf
2016,2016,2016232,4,New Mexico,2016-09-28,2016-10-02,594,273,196,http://www.surveyusa.com/client/PollReport.aspx?g=fda53900-e6db-46a6-86a5-81e39fd92d32
2016,2016,2016233,4,New Mexico,2016-09-27,2016-09-29,501,175,155,https://www.abqjournal.com/857961/clinton-trump-in-tight-race-in-new-mexico.html
2016,2016,2016234,2,New York,2016-09-21,2016-09-23,676,385,223,http://maristpoll.marist.edu/wp-content/misc/nyspolls/NY160921/NBC%204%20NY_WSJ_Marist%20Poll_New%20York%20State_Written%20Summary%20of%20Findings_September%202016.pdf
2016,2016,2016235,4,New York,2016-11-03,2016-11-04,617,315,210,https://www.siena.edu/assets/files/news/SNY1116_Crosstabs_%281%29732.pdf
2016,2016,2016236,4,New York,2016-10-13,2016-10-17,611,330,183,http://files.constantcontact.com/9c83fb30501/bf2b01c8-26d1-4eaf-983a-1ee767e34e62.pdf
2016,2016,2016234,4,New York,2016-09-21,2016-09-23,676,352,210,http://maristpoll.marist.edu/wp-content/misc/nyspolls/NY160921/NBC%204%20NY_WSJ_Marist%20Poll_New%20York%20State_Written%20Summary%20of%20Findings_September%202016.pdf
2016,2016,2016237,4,New York,2016-09-11,2016-09-15,600,306,180,https://web.archive.org/web/20161017232904/https://www.siena.edu/assets/files/news/SNY0816_Crosstabs_3987_081516.pdf
2016,2016,2016238,2,North Carolina,2016-11-03,2016-11-06,870,418,392,https://web.archive.org/web/20161107221810/https://poll.qu.edu/images/polling/ps/ps11072016.pdf/
2016,2016,2016161,2,North Carolina,2016-10-31,2016-11-01,1169,573,549,https://cdn.americanprogress.org/content/uploads/sites/2/2016/11/03143903/NationalMemo112-Final.pdf
2016,2016,2016239,2,North Carolina,2016-10-27,2016-11-01,602,289,277,https://web.archive.org/web/20161104001657/https://poll.qu.edu/images/polling/ps/ps11022016_Sbyf37m.pdf/
2016,2016,2016240,2,North Carolina,2016-10-25,2016-10-26,780,390,343,https://scribd.com/document/329401008/NBC-News-Wall-Street-Journal-Marist-North-Carolina-Battleground-Poll
2016,2016,2016062,2,North Carolina,2016-10-20,2016-10-26,702,351,309,https://web.archive.org/web/20161028151750/https://poll.qu.edu/images/polling/ps/ps10272016_S397fgbw.pdf/
2016,2016,2016241,2,North Carolina,2016-10-20,2016-10-23,792,388,325,http://files.constantcontact.com/9c83fb30501/a28d624b-bd7e-46a7-a024-573e184bd3bb.pdf
2016,2016,2016242,2,North Carolina,2016-10-21,2016-10-22,875,429,402,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_102416.pdf
2016,2016,2016243,2,North Carolina,2016-10-06,2016-10-19,1233,555,530,https://web.archive.org/web/20161104210056/http://www.ipsos-na.com/download/pr.aspx?id=16072
2016,2016,2016244,2,North Carolina,2016-10-14,2016-10-16,651,312,299,http://www.twcnews.com/nc/triangle-sandhills/politics/2016/10/18/exclusive-time-warner-cable-news-poll--clinton-trump-burr-ross-mccrory-cooper-all-neck-and-neck-as-early-voting-nears-start.html
2016,2016,2016245,2,North Carolina,2016-10-10,2016-10-15,788,394,378,http://i2.cdn.turner.com/cnn/2016/images/10/17/link.1..pdf
2016,2016,2016246,2,North Carolina,2016-10-10,2016-10-12,743,357,319,http://www.nbcnews.com/politics/first-read/poll-clinton-ahead-north-carolina-virtual-tie-ohio-n665981
2016,2016,2016247,2,North Carolina,2016-09-29,2016-10-02,805,370,362,https://www.bloomberg.com/politics/articles/2016-10-03/north-carolina-poll
2016,2016,2016248,2,North Carolina,2016-09-27,2016-10-02,507,248,233,https://web.archive.org/web/20161005111043/https://www.qu.edu/images/polling/ps/ps10032016_S27kmrd.pdf
2016,2016,2016046,2,North Carolina,2016-09-27,2016-09-28,861,422,387,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf
2016,2016,2016249,2,North Carolina,2016-09-18,2016-09-20,734,308,345,https://web.archive.org/web/20160922003550/http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-north-carolina/
2016,2016,2016250,2,North Carolina,2016-09-18,2016-09-20,1024,481,481,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_92116.pdf
2016,2016,2016185,2,North Carolina,2016-09-10,2016-09-19,400,192,180,http://www.democracycorps.com/attachments/article/1044/Dcorps_WV_Sept%20BG%20Deck_9.23.2016_release.pdf
2016,2016,2016251,3,North Carolina,2016-11-04,2016-11-06,800,352,352,https://web.archive.org/web/20161108161805/https://www.siena.edu/assets/files/news/NCUpshot1116_Crosstabs_541.pdf
2016,2016,2016238,3,North Carolina,2016-11-03,2016-11-06,870,409,392,https://web.archive.org/web/20161107221810/https://poll.qu.edu/images/polling/ps/ps11072016.pdf/
2016,2016,2016252,3,North Carolina,2016-11-01,2016-11-02,2596,1168,1246,http://big.assets.huffingtonpost.com/ABC_NC_STATEWIDE110416.pdf
2016,2016,2016239,3,North Carolina,2016-10-27,2016-11-01,602,283,265,https://web.archive.org/web/20161104001657/https://poll.qu.edu/images/polling/ps/ps11022016_Sbyf37m.pdf/
2016,2016,2016253,3,North Carolina,2016-10-28,2016-10-31,659,290,336,http://www.wral.com/asset/news/state/nccapitol/2016/11/01/16183925/261876-WRAL_News_poll_Nov._1_2016_.pdf
2016,2016,2016254,3,North Carolina,2016-10-23,2016-10-30,1176,529,553,http://www.realclearpolitics.com/docs/2016/Remington_Research_North_Carolina_October_31_2016.pdf
2016,2016,2016203,3,North Carolina,2016-10-26,2016-10-27,650,312,292,http://media.wix.com/ugd/3bebb2_136cb97bafca4b36838f08d63a5d1a0c.pdf
2016,2016,2016240,3,North Carolina,2016-10-25,2016-10-26,780,367,320,https://scribd.com/document/329401008/NBC-News-Wall-Street-Journal-Marist-North-Carolina-Battleground-Poll
2016,2016,2016062,3,North Carolina,2016-10-20,2016-10-26,702,330,302,https://web.archive.org/web/20161028151750/https://poll.qu.edu/images/polling/ps/ps10272016_S397fgbw.pdf/
2016,2016,2016241,3,North Carolina,2016-10-20,2016-10-23,792,364,309,http://files.constantcontact.com/9c83fb30501/a28d624b-bd7e-46a7-a024-573e184bd3bb.pdf
2016,2016,2016255,3,North Carolina,2016-10-20,2016-10-23,402,189,185,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_NC_102416/
2016,2016,2016242,3,North Carolina,2016-10-21,2016-10-22,875,411,385,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_102416.pdf
2016,2016,2016256,3,North Carolina,2016-10-20,2016-10-22,1746,768,821,http://big.assets.huffingtonpost.com/NCSTATEWIDE.pdf
2016,2016,2016257,3,North Carolina,2016-10-14,2016-10-17,600,264,252,https://www.nccivitas.org/wp-content/uploads/2016/10/CivitasOctoberPoll_release.pdf
2016,2016,2016244,3,North Carolina,2016-10-14,2016-10-16,651,299,286,http://www.twcnews.com/nc/triangle-sandhills/politics/2016/10/18/exclusive-time-warner-cable-news-poll--clinton-trump-burr-ross-mccrory-cooper-all-neck-and-neck-as-early-voting-nears-start.html
2016,2016,2016245,3,North Carolina,2016-10-10,2016-10-15,788,378,370,http://i2.cdn.turner.com/cnn/2016/images/10/17/link.1..pdf
2016,2016,2016246,3,North Carolina,2016-10-10,2016-10-12,743,334,305,http://www.nbcnews.com/politics/first-read/poll-clinton-ahead-north-carolina-virtual-tie-ohio-n665981
2016,2016,2016258,3,North Carolina,2016-10-10,2016-10-12,500,225,215,https://web.archive.org/web/20161014060650/http://www.suffolk.edu/news/67728.php#.V_-5YyQYJ-A
2016,2016,2016259,3,North Carolina,2016-10-01,2016-10-06,479,206,201,http://www.highpoint.edu/src/files/2016/10/48memoA.pdf
2016,2016,2016260,3,North Carolina,2016-09-29,2016-10-03,656,302,289,http://www.wral.com/asset/news/state/nccapitol/2016/10/04/16082184/WRAL_News_poll.pdf
2016,2016,2016248,3,North Carolina,2016-09-27,2016-10-02,507,233,218,https://web.archive.org/web/20161005111043/https://www.qu.edu/images/polling/ps/ps10032016_S27kmrd.pdf
2016,2016,2016046,3,North Carolina,2016-09-27,2016-09-28,861,379,362,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_BattlegroundStates_92916.pdf
2016,2016,2016261,3,North Carolina,2016-09-18,2016-09-22,487,185,170,https://web.archive.org/web/20160930112557/http://www.meredith.edu/images/uploads/MC_Poll_September_2016_Political_Races_Full_Report.pdf
2016,2016,2016262,3,North Carolina,2016-09-17,2016-09-22,404,174,170,http://www.highpoint.edu/src/files/2016/09/47memoA.pdf
2016,2016,2016249,3,North Carolina,2016-09-18,2016-09-20,734,294,330,https://web.archive.org/web/20160922003550/http://www.foxnews.com/politics/interactive/2016/09/21/fox-news-poll-north-carolina/
2016,2016,2016250,3,North Carolina,2016-09-18,2016-09-20,1024,440,461,http://www.publicpolicypolling.com/pdf/2015/PPP_Release_NC_92116.pdf
2016,2016,2016263,3,North Carolina,2016-09-16,2016-09-19,782,321,321,http://files.constantcontact.com/9c83fb30501/5f71c952-eb63-429a-8236-34989a8765ae.pdf
2016,2016,2016264,3,North Carolina,2016-09-11,2016-09-12,600,252,252,https://www.nccivitas.org/2016/new-civitas-poll-shows-trump-and-hillary-in-dead-heat/
2016,2016,2016265,3,North Carolina,2016-09-05,2016-09-07,500,205,220,http://www.suffolk.edu/academics/10740.php
2016,2016,2016266,4,North Carolina,2016-10-27,2016-11-01,1154,508,565,https://drive.google.com/file/d/0B4lhKxf9pMitRFdHQVQxZEJWVG8/view
2016,2016,2016267,4,North Carolina,2016-10-26,2016-10-28,992,476,446,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6y8p6qu9kr/NC_Final_20161030.pdf
2016,2016,2016268,4,North Carolina,2016-10-23,2016-10-27,710,298,291,https://www.elon.edu/e/CmsFile/GetFile?FileID=694
2016,2016,2016243,4,North Carolina,2016-10-06,2016-10-19,1233,555,530,https://web.archive.org/web/20161104210056/http://www.ipsos-na.com/download/pr.aspx?id=16072
